City,District,Region,State,Zip
"Barksdale, TX",District #23,Central,TX,78828
"Barling, AR",District #25,Central,AR,72923
"Barlow, KY",District #25,Central,KY,42024
"Barlow, OH",District #15,East,OH,45712
"Barnard, KS",District #21,Central,KS,67418
"Barnard, MO",District #30,Central,MO,64423
"Barnard, SD",District #32,Central,SD,57426
"Barnardsville, NC",District #11,East,NC,28709
"Barnegat Light, NJ",District #04,East,NJ,08006
"Barnegat, NJ",District #04,East,NJ,08005
"Barnes City, IA",District #29,Central,IA,50027
"Barnes, KS",District #30,Central,KS,66933
"Barneston, NE",District #30,Central,NE,68309
"Barnesville, GA",District #09,East,GA,30204
"Barnesville, MD",District #05,East,MD,20838
"Barnesville, MN",District #32,Central,MN,56514
"Barnesville, NC",District #08,East,NC,28319
"Barnesville, OH",District #15,East,OH,43713
"Barnesville, PA",District #03,East,PA,18214
"Barnett, MO",District #30,Central,MO,65011
"Barneveld, NY",District #01,East,NY,13304
"Barneveld, WI",District #27,Central,WI,53507
"Barney, GA",District #12,East,GA,31625
"Barney, ND",District #32,Central,ND,58008
"Barnhart, MO",District #29,Central,MO,63012
"Barnhart, TX",District #22,Central,TX,76930
"Barnhill, IL",District #25,Central,IL,62809
"Barnsdall, OK",District #21,Central,OK,74002
"Barnstable, MA",District #02,East,MA,02630
"Barnum, IA",District #28,Central,IA,50518
"Barnum, MN",District #28,Central,MN,55707
"Barnwell, SC",District #11,East,SC,29812
"Baroda, MI",District #17,East,MI,49101
"Barrackville, WV",District #13,East,WV,26559
"Barre, MA",District #02,East,MA,01005
"Barren Springs, VA",District #15,East,VA,24313
"Barrett, MN",District #32,Central,MN,56311
"Barrington, IL",District #31,Central,IL,60010
"Barrington, IL",District #31,Central,IL,60011
"Barrington, NJ",District #04,East,NJ,08007
"Barrington, RI",District #02,East,RI,02806
"Barron, WI",District #28,Central,WI,54812
"Barronett, WI",District #28,Central,WI,54813
"Barrow, AK",District #34,West,AK,99723
"Barry, IL",District #29,Central,IL,62312
"Barry, MN",District #32,Central,MN,56210
"Barry, TX",District #23,Central,TX,75102
"Barryton, MI",District #18,East,MI,49305
"Barrytown, NY",District #01,East,NY,12507
"Barryville, NY",District #01,East,NY,12719
"Barstow, CA",District #38,West,CA,92311
"Barstow, CA",District #38,West,CA,92312
"Barstow, IL",District #27,Central,IL,61236
"Barstow, MD",District #07,East,MD,20610
"Barstow, TX",District #22,Central,TX,79719
"Bart, PA",District #05,East,PA,17503
"Bartelso, IL",District #29,Central,IL,62218
"Bartlesville, OK",District #21,Central,OK,74003
"Bartlesville, OK",District #21,Central,OK,74004
"Bartlesville, OK",District #21,Central,OK,74005
"Bartlesville, OK",District #21,Central,OK,74006
"Bartlett, IL",District #31,Central,IL,60103
"Bartlett, KS",District #21,Central,KS,67332
"Bartlett, NE",District #30,Central,NE,68622
"Bartlett, OH",District #15,East,OH,45713
"Bartlett, TX",District #23,Central,TX,76511
"Bartley, NE",District #30,Central,NE,69020
"Bartley, WV",District #15,East,WV,24813
"Barto, PA",District #04,East,PA,19504
"Barton City, MI",District #18,East,MI,48705
"Barton, AR",District #25,Central,AR,72312
"Barton, MD",District #13,East,MD,21521
"Barton, NY",District #01,East,NY,13734
"Barton, OH",District #15,East,OH,43905
"Bartonsville, PA",District #03,East,PA,18321
"Bartow, FL",District #10,East,FL,33830
"Bartow, FL",District #10,East,FL,33831
"Bartow, GA",District #11,East,GA,30413
"Bartow, WV",District #07,East,WV,24920
"Barwick, GA",District #12,East,GA,31720
"Basalt, CO",District #20,Central,CO,81621
"Basalt, ID",District #33,West,ID,83218
"Basco, IL",District #29,Central,IL,62313
"Bascom, FL",District #09,East,FL,32423
"Bascom, OH",District #14,East,OH,44809
"Basehor, KS",District #30,Central,KS,66007
"Basile, LA",District #24,Central,LA,70515
"Basin, MT",District #33,West,MT,59631
"Basin, WY",District #33,West,WY,82410
"Baskerville, VA",District #08,East,VA,23915
"Baskett, KY",District #25,Central,KY,42402
"Baskin, LA",District #24,Central,LA,71219
"Basking Ridge, NJ",District #03,East,NJ,07920
"Basom, NY",District #06,East,NY,14013
"Bass Lake, CA",District #36,West,CA,93604
"Bassett, AR",District #25,Central,AR,72313
"Bassett, NE",District #30,Central,NE,68714
"Bassett, VA",District #08,East,VA,24055
"Bassett, WI",District #31,Central,WI,53101
"Bassfield, MS",District #24,Central,MS,39421
"Bastian, VA",District #15,East,VA,24314
"Bastrop, LA",District #24,Central,LA,71220
"Bastrop, LA",District #24,Central,LA,71221
"Bastrop, TX",District #23,Central,TX,78602
"Basye, VA",District #07,East,VA,22810
"Bat Cave, NC",District #11,East,NC,28710
"Batavia, IA",District #29,Central,IA,52533
"Batavia, IL",District #31,Central,IL,60510
"Batavia, NY",District #06,East,NY,14020
"Batavia, NY",District #06,East,NY,14021
"Batavia, OH",District #16,East,OH,45103
"Batchelor, LA",District #24,Central,LA,70715
"Batchtown, IL",District #29,Central,IL,62006
"Bates City, MO",District #30,Central,MO,64011
"Bates, OR",District #33,West,OR,97817
"Batesburg, SC",District #11,East,SC,29006
"Batesland, SD",District #32,Central,SD,57716
"Batesville, AR",District #25,Central,AR,72501
"Batesville, AR",District #25,Central,AR,72503
"Batesville, IN",District #17,East,IN,47006
"Batesville, MS",District #25,Central,MS,38606
"Batesville, TX",District #23,Central,TX,78829
"Batesville, VA",District #07,East,VA,22924
"Bath Springs, TN",District #25,Central,TN,38311
"Bath, IL",District #29,Central,IL,62617
"Bath, IN",District #16,East,IN,47010
"Bath, MI",District #18,East,MI,48808
"Bath, NC",District #08,East,NC,27808
"Bath, NY",District #06,East,NY,14810
"Bath, OH",District #14,East,OH,44210
"Bath, PA",District #03,East,PA,18014
"Bath, SC",District #11,East,SC,29816
"Bath, SD",District #32,Central,SD,57427
"Bathgate, ND",District #32,Central,ND,58216
"Baton Rouge, LA",District #24,Central,LA,70801
"Baton Rouge, LA",District #24,Central,LA,70802
"Baton Rouge, LA",District #24,Central,LA,70803
"Baton Rouge, LA",District #24,Central,LA,70804
"Baton Rouge, LA",District #24,Central,LA,70805
"Baton Rouge, LA",District #24,Central,LA,70806
"Baton Rouge, LA",District #24,Central,LA,70807
"Baton Rouge, LA",District #24,Central,LA,70808
"Baton Rouge, LA",District #24,Central,LA,70809
"Baton Rouge, LA",District #24,Central,LA,70810
"Baton Rouge, LA",District #24,Central,LA,70811
"Baton Rouge, LA",District #24,Central,LA,70812
"Baton Rouge, LA",District #24,Central,LA,70813
"Baton Rouge, LA",District #24,Central,LA,70814
"Baton Rouge, LA",District #24,Central,LA,70815
"Baton Rouge, LA",District #24,Central,LA,70816
"Baton Rouge, LA",District #24,Central,LA,70817
"Baton Rouge, LA",District #24,Central,LA,70818
"Baton Rouge, LA",District #24,Central,LA,70819
"Baton Rouge, LA",District #24,Central,LA,70820
"Baton Rouge, LA",District #24,Central,LA,70821
"Baton Rouge, LA",District #24,Central,LA,70822
"Baton Rouge, LA",District #24,Central,LA,70823
"Baton Rouge, LA",District #24,Central,LA,70825
"Baton Rouge, LA",District #24,Central,LA,70826
"Baton Rouge, LA",District #24,Central,LA,70827
"Baton Rouge, LA",District #24,Central,LA,70831
"Baton Rouge, LA",District #24,Central,LA,70833
"Baton Rouge, LA",District #24,Central,LA,70835
"Baton Rouge, LA",District #24,Central,LA,70836
"Baton Rouge, LA",District #24,Central,LA,70837
"Baton Rouge, LA",District #24,Central,LA,70873
"Baton Rouge, LA",District #24,Central,LA,70874
"Baton Rouge, LA",District #24,Central,LA,70879
"Baton Rouge, LA",District #24,Central,LA,70884
"Baton Rouge, LA",District #24,Central,LA,70891
"Baton Rouge, LA",District #24,Central,LA,70892
"Baton Rouge, LA",District #24,Central,LA,70893
"Baton Rouge, LA",District #24,Central,LA,70894
"Baton Rouge, LA",District #24,Central,LA,70895
"Baton Rouge, LA",District #24,Central,LA,70896
"Baton Rouge, LA",District #24,Central,LA,70898
"Batson, TX",District #24,Central,TX,77519
"Battery Park, VA",District #07,East,VA,23304
"Battiest, OK",District #25,Central,OK,74722
"Battle Creek, IA",District #32,Central,IA,51006
"Battle Creek, MI",District #18,East,MI,49014
"Battle Creek, MI",District #18,East,MI,49015
"Battle Creek, MI",District #18,East,MI,49016
"Battle Creek, MI",District #18,East,MI,49017
"Battle Creek, MI",District #18,East,MI,49018
"Battle Creek, MI",District #18,East,MI,49037
"Battle Creek, NE",District #30,Central,NE,68715
"Battle Ground, IN",District #17,East,IN,47920
"Battle Ground, WA",District #34,West,WA,98604
"Battle Lake, MN",District #32,Central,MN,56515
"Battle Mountain, NV",District #35,West,NV,89820
"Battleboro, NC",District #08,East,NC,27809
"Battlement Mesa, CO",District #20,Central,CO,81636
"Battletown, KY",District #16,East,KY,40104
"Baudette, MN",District #28,Central,MN,56623
"Bausman, PA",District #05,East,PA,17504
"Bauxite, AR",District #25,Central,AR,72011
"Baxley, GA",District #11,East,GA,31513
"Baxley, GA",District #11,East,GA,31515
"Baxter Springs, KS",District #21,Central,KS,66713
"Baxter, IA",District #30,Central,IA,50028
"Baxter, KY",District #19,East,KY,40806
"Baxter, MN",District #28,Central,MN,56425
"Baxter, TN",District #19,East,TN,38544
"Baxter, WV",District #13,East,WV,26560
"Bay Center, WA",District #34,West,WA,98527
"Bay City, MI",District #18,East,MI,48706
"Bay City, MI",District #18,East,MI,48707
"Bay City, MI",District #18,East,MI,48708
"Bay City, OR",District #34,West,OR,97107
"Bay City, TX",District #23,Central,TX,77404
"Bay City, TX",District #23,Central,TX,77414
"Bay City, WI",District #28,Central,WI,54723
"Bay Minette, AL",District #24,Central,AL,36507
"Bay Pines, FL",District #10,East,FL,33744
"Bay Port, MI",District #18,East,MI,48720
"Bay Saint Louis, MS",District #24,Central,MS,39520
"Bay Saint Louis, MS",District #24,Central,MS,39521
"Bay Shore, MI",District #18,East,MI,49711
"Bay Shore, NY",District #03,East,NY,11706
"Bay Springs, MS",District #24,Central,MS,39422
"Bay Village, OH",District #14,East,OH,44140
"Bay, AR",District #25,Central,AR,72411
"Bayard, IA",District #32,Central,IA,50029
"Bayard, NE",District #20,Central,NE,69334
"Bayard, NM",District #39,West,NM,88023
"Bayard, WV",District #13,East,WV,26707
"Bayboro, NC",District #08,East,NC,28515
"Bayfield, CO",District #39,West,CO,81122
"Bayfield, WI",District #28,Central,WI,54814
"Baylis, IL",District #29,Central,IL,62314
"Bayonne, NJ",District #03,East,NJ,07002
"Bayou La Batre, AL",District #24,Central,AL,36509
"Bayport, MN",District #28,Central,MN,55003
"Bayport, NY",District #03,East,NY,11705
"Bays, KY",District #19,East,KY,41310
"Bayside, CA",District #35,West,CA,95524
"Bayside, NY",District #03,East,NY,11359
"Bayside, NY",District #03,East,NY,11360
"Bayside, NY",District #03,East,NY,11361
"Bayside, TX",District #23,Central,TX,78340
"Baytown, TX",District #23,Central,TX,77520
"Baytown, TX",District #23,Central,TX,77521
"Baytown, TX",District #23,Central,TX,77522
"Baytown, TX",District #23,Central,TX,77523
"Bayview, ID",District #33,West,ID,83803
"Bayville, NJ",District #04,East,NJ,08721
"Bayville, NY",District #03,East,NY,11709
"Bazine, KS",District #21,Central,KS,67516
"Beach City, OH",District #14,East,OH,44608
"Beach Haven, NJ",District #04,East,NJ,08008
"Beach Haven, PA",District #06,East,PA,18601
"Beach Lake, PA",District #01,East,PA,18405
"Beach, ND",District #32,Central,ND,58621
"Beachwood, NJ",District #04,East,NJ,08722
"Beachwood, OH",District #14,East,OH,44122
"Beacon Falls, CT",District #02,East,CT,06403
"Beacon, IA",District #29,Central,IA,52534
"Beacon, NY",District #01,East,NY,12508
"Beale Afb, CA",District #35,West,CA,95903
"Bealeton, VA",District #07,East,VA,22712
"Beallsville, MD",District #05,East,MD,20839
"Beallsville, OH",District #15,East,OH,43716
"Beallsville, PA",District #13,East,PA,15313
"Beaman, IA",District #27,Central,IA,50609
"Bean Station, TN",District #19,East,TN,37708
"Bear Branch, KY",District #19,East,KY,41714
"Bear Creek, AL",District #19,East,AL,35543
"Bear Creek, NC",District #08,East,NC,27207
"Bear Creek, PA",District #01,East,PA,18602
"Bear Creek, WI",District #26,Central,WI,54922
"Bear Lake, MI",District #18,East,MI,49614
"Bear Lake, PA",District #06,East,PA,16402
"Bear Mountain, NY",District #01,East,NY,10911
"Bear River City, UT",District #33,West,UT,84301
"Bear, DE",District #04,East,DE,19701
"Bearcreek, MT",District #33,West,MT,59007
"Bearden, AR",District #25,Central,AR,71720
"Beardsley, MN",District #32,Central,MN,56211
"Beardstown, IL",District #29,Central,IL,62618
"Bearsville, NY",District #01,East,NY,12409
"Beasley, TX",District #23,Central,TX,77417
"Beason, IL",District #29,Central,IL,62512
"Beatrice, AL",District #09,East,AL,36425
"Beatrice, NE",District #30,Central,NE,68310
"Beattie, KS",District #30,Central,KS,66406
"Beatty, NV",District #38,West,NV,89003
"Beatty, OR",District #35,West,OR,97621
"Beattyville, KY",District #19,East,KY,41311
"Beaufort, MO",District #29,Central,MO,63013
"Beaufort, NC",District #08,East,NC,28516
"Beaufort, SC",District #11,East,SC,29901
"Beaufort, SC",District #11,East,SC,29902
"Beaufort, SC",District #11,East,SC,29903
"Beaufort, SC",District #11,East,SC,29904
"Beaufort, SC",District #11,East,SC,29906
"Beaufort, SC",District #11,East,SC,29907
"Beaumont, CA",District #38,West,CA,92223
"Beaumont, KS",District #21,Central,KS,67012
"Beaumont, KY",District #19,East,KY,42124
"Beaumont, MS",District #24,Central,MS,39423
"Beaumont, TX",District #24,Central,TX,77701
"Beaumont, TX",District #24,Central,TX,77702
"Beaumont, TX",District #24,Central,TX,77703
"Beaumont, TX",District #24,Central,TX,77704
"Beaumont, TX",District #24,Central,TX,77705
"Beaumont, TX",District #24,Central,TX,77706
"Beaumont, TX",District #24,Central,TX,77707
"Beaumont, TX",District #24,Central,TX,77708
"Beaumont, TX",District #24,Central,TX,77709
"Beaumont, TX",District #24,Central,TX,77710
"Beaumont, TX",District #24,Central,TX,77713
"Beaumont, TX",District #24,Central,TX,77720
"Beaumont, TX",District #24,Central,TX,77725
"Beaumont, TX",District #24,Central,TX,77726
"Beaumont, VA",District #07,East,VA,23014
"Beauty, KY",District #15,East,KY,41203
"Beaver Bay, MN",District #28,Central,MN,55601
"Beaver City, NE",District #30,Central,NE,68926
"Beaver Creek, MN",District #32,Central,MN,56116
"Beaver Crossing, NE",District #30,Central,NE,68313
"Beaver Dam, KY",District #19,East,KY,42320
"Beaver Dam, WI",District #26,Central,WI,53916
"Beaver Dams, NY",District #06,East,NY,14812
"Beaver Falls, NY",District #01,East,NY,13305
"Beaver Falls, PA",District #13,East,PA,15010
"Beaver Island, MI",District #18,East,MI,49782
"Beaver Meadows, PA",District #03,East,PA,18216
"Beaver Springs, PA",District #06,East,PA,17812
"Beaver Springs, PA",District #06,East,PA,17843
"Beaver, AK",District #34,West,AK,99724
"Beaver, AR",District #21,Central,AR,72613
"Beaver, IA",District #30,Central,IA,50031
"Beaver, KY",District #19,East,KY,41604
"Beaver, OH",District #15,East,OH,45613
"Beaver, OK",District #21,Central,OK,73932
"Beaver, OR",District #34,West,OR,97108
"Beaver, PA",District #13,East,PA,15009
"Beaver, UT",District #33,West,UT,84713
"Beaver, WA",District #34,West,WA,98305
"Beaver, WV",District #15,East,WV,25813
"Beavercreek, OR",District #34,West,OR,97004
"Beaverdale, PA",District #13,East,PA,15921
"Beaverdam, OH",District #16,East,OH,45808
"Beaverdam, VA",District #07,East,VA,23015
"Beaverton, AL",District #19,East,AL,35544
"Beaverton, MI",District #18,East,MI,48612
"Beaverton, OR",District #34,West,OR,97005
"Beaverton, OR",District #34,West,OR,97006
"Beaverton, OR",District #34,West,OR,97007
"Beaverton, OR",District #34,West,OR,97008
"Beaverton, OR",District #34,West,OR,97075
"Beaverton, OR",District #34,West,OR,97076
"Beaverton, OR",District #34,West,OR,97077
"Beaverton, OR",District #34,West,OR,97078
"Beavertown, PA",District #06,East,PA,17813
"Beaverville, IL",District #31,Central,IL,60912
"Beccaria, PA",District #13,East,PA,16616
"Bechtelsville, PA",District #04,East,PA,19505
"Beckemeyer, IL",District #29,Central,IL,62219
"Becker, MN",District #28,Central,MN,55308
"Becker, MS",District #19,East,MS,38825
"Becket, MA",District #01,East,MA,01223
"Beckley, WV",District #15,East,WV,25801
"Beckley, WV",District #15,East,WV,25802
"Beckville, TX",District #24,Central,TX,75631
"Beckwourth, CA",District #35,West,CA,96129
"Bedford Hills, NY",District #02,East,NY,10507
"Bedford Park, IL",District #31,Central,IL,60499
"Bedford, IA",District #30,Central,IA,50833
"Bedford, IN",District #17,East,IN,47421
"Bedford, KY",District #16,East,KY,40006
"Bedford, MI",District #18,East,MI,49020
"Bedford, NY",District #03,East,NY,10506
"Bedford, OH",District #14,East,OH,44146
"Bedford, PA",District #13,East,PA,15522
"Bedford, TX",District #22,Central,TX,76021
"Bedford, TX",District #22,Central,TX,76022
"Bedford, TX",District #22,Central,TX,76095
"Bedford, VA",District #07,East,VA,24523
"Bedford, WY",District #33,West,WY,83112
